1,1,206.85,250.84,97.1,40.57000000000002,1,1,1.0
1,2,733.57,265.1,71.38,40.599999999999966,1,1,1.0
1,3,121.43,334.0,134.86,58.89999999999998,1,1,1.0
2,1,206.85,250.84,97.1,40.68999999999997,1,1,1.0
2,2,719.21,267.0,72.63999999999999,41.22000000000003,1,1,1.0
2,3,98.66,338.04,135.59,59.95999999999998,1,1,1.0
3,1,206.85,250.84,97.1,40.79999999999998,1,1,1.0
3,2,704.84,268.91,73.91999999999996,41.829999999999984,1,1,1.0
3,3,75.9,342.07,136.29999999999998,61.03000000000003,1,1,1.0
4,1,206.85,250.84,97.1,40.91,1,1,1.0
4,2,690.47,270.81,75.18999999999994,42.44999999999999,1,1,1.0
4,3,47.4,346.11,145.0,60.389999999999986,1,1,1.0
5,1,206.85,250.84,97.1,41.02000000000001,1,1,1.0
5,2,676.1,272.71,76.47000000000003,43.06999999999999,1,1,1.0
5,3,21.9,350.15,147.29999999999998,60.55000000000001,1,1,1.0
6,1,206.85,250.84,97.1,41.140000000000015,1,1,1.0
6,2,661.74,274.62,77.73000000000002,43.68000000000001,1,1,1.0
6,3,0.0,351.7,146.2,65.60000000000002,1,1,1.0
7,1,206.85,250.84,97.1,41.24999999999997,1,1,1.0
7,2,647.37,276.52,79.00999999999999,44.30000000000001,1,1,1.0
7,3,0.0,356.23,122.53,63.549999999999955,1,1,1.0
8,1,206.85,250.84,97.1,41.359999999999985,1,1,1.0
8,2,633.0,278.43,80.27999999999997,44.90999999999997,1,1,1.0
8,3,0.0,360.77,98.86,61.49000000000001,1,1,1.0
9,1,206.85,250.84,97.1,41.47,1,1,1.0
9,2,618.64,280.33,81.55000000000007,45.53000000000003,1,1,1.0
9,3,0.0,365.3,75.19,59.44,1,1,1.0
10,1,206.85,250.84,97.1,41.59,1,1,1.0
10,2,604.27,282.23,82.83000000000004,46.14999999999998,1,1,1.0
10,3,0.0,369.84,51.52,57.38000000000005,1,1,1.0
11,1,206.85,250.84,97.1,41.70000000000002,1,1,1.0
11,2,589.9,284.14,84.10000000000002,46.75999999999999,1,1,1.0
11,3,0.0,374.37,27.85,55.329999999999984,1,1,1.0
12,1,206.85,250.84,97.1,41.809999999999974,1,1,1.0
12,2,573.23,286.4,85.77999999999997,47.610000000000014,1,1,1.0
13,1,206.85,250.84,97.1,41.91999999999999,1,1,1.0
13,2,556.56,288.67,87.46000000000004,48.44,1,1,1.0
14,1,206.85,250.84,97.1,42.03999999999999,1,1,1.0
14,2,539.89,290.94,89.13999999999999,49.28000000000003,1,1,1.0
15,1,206.85,250.84,97.1,42.150000000000006,1,1,1.0
15,2,523.21,293.2,90.82999999999993,50.129999999999995,1,1,1.0
16,1,206.85,250.84,97.1,42.26000000000002,1,1,1.0
16,2,506.54,295.47,92.50999999999993,50.96999999999997,1,1,1.0
17,1,206.85,250.9,97.1,42.24999999999997,1,1,1.0
17,2,489.87,297.73,94.18999999999994,51.81,1,1,1.0
18,1,206.85,250.95,97.1,42.24000000000001,1,1,1.0
18,2,473.2,300.0,95.87000000000006,52.64999999999998,1,1,1.0
19,1,206.85,251.01,97.1,42.23000000000002,1,1,1.0
